Supplementary Table 3: Cell metadata for cross-species pancreatic islet analysis

Cell_Name	Species	Individual	Cluster_ID	Baron_Cluster_ID
human1_lib1.final_cell_0506	human	human1	alpha	alpha
human1_lib1.final_cell_0507	human	human1	stellate	quiescent_stellate
human1_lib1.final_cell_0508	human	human1	beta	beta
human1_lib1.final_cell_0509	human	human1	endothelial	endothelial
human1_lib1.final_cell_0510	human	human1	stellate	activated_stellate
human1_lib1.final_cell_0511	human	human1	gamma	gamma
human1_lib1.final_cell_0512	human	human1	beta	beta
human1_lib1.final_cell_0513	human	human1	stellate	quiescent_stellate
human1_lib1.final_cell_0514	human	human1	beta	beta
human1_lib1.final_cell_0515	human	human1	endothelial	endothelial
human1_lib1.final_cell_0516	human	human1	gamma	gamma
human1_lib1.final_cell_0517	human	human1	beta	beta
human1_lib1.final_cell_0518	human	human1	beta	beta
human1_lib1.final_cell_0519	human	human1	alpha	alpha
human1_lib1.final_cell_0520	human	human1	endothelial	endothelial
human1_lib1.final_cell_0521	human	human1	gamma	gamma
human1_lib1.final_cell_0522	human	human1	beta	beta
human1_lib1.final_cell_0523	human	human1	beta	beta
human1_lib1.final_cell_0524	human	human1	beta_er_stress	beta
human1_lib1.final_cell_0525	human	human1	beta_er_stress	beta
human1_lib1.final_cell_0526	human	human1	endothelial	endothelial
human1_lib1.final_cell_0528	human	human1	beta	beta
human1_lib1.final_cell_0529	human	human1	beta	beta
human1_lib1.final_cell_0530	human	human1	endothelial	endothelial
human1_lib1.final_cell_0531	human	human1	beta	beta
human1_lib1.final_cell_0532	human	human1	endothelial	endothelial
human1_lib1.final_cell_0533	human	human1	beta	beta
human1_lib1.final_cell_0534	human	human1	endothelial	endothelial
human1_lib1.final_cell_0535	human	human1	beta	beta
human1_lib1.final_cell_0536	human	human1	stellate	quiescent_stellate
human1_lib1.final_cell_0537	human	human1	endothelial	endothelial
human1_lib1.final_cell_0538	human	human1	endothelial	endothelial
human1_lib1.final_cell_0539	human	human1	beta	beta
human1_lib1.final_cell_0540	human	human1	endothelial	endothelial
human1_lib1.final_cell_0541	human	human1	stellate	quiescent_stellate
human1_lib1.final_cell_0542	human	human1	beta	beta
human1_lib1.final_cell_0543	human	human1	alpha	alpha
human1_lib1.final_cell_0544	human	human1	ductal	ductal
human1_lib1.final_cell_0545	human	human1	endothelial	endothelial
human1_lib1.final_cell_0546	human	human1	beta_er_stress	beta
human1_lib1.final_cell_0547	human	human1	beta	beta
human1_lib1.final_cell_0548	human	human1	endothelial	endothelial
human1_lib1.final_cell_0549	human	human1	beta	beta
human1_lib1.final_cell_0550	human	human1	beta	beta
human1_lib1.final_cell_0551	human	human1	beta	beta
human1_lib1.final_cell_0552	human	human1	endothelial	endothelial
human1_lib1.final_cell_0553	human	human1	immune	macrophage
human1_lib1.final_cell_0554	human	human1	endothelial	endothelial
human1_lib1.final_cell_0555	human	human1	ductal	ductal
human1_lib1.final_cell_0556	human	human1	beta	beta
human1_lib1.final_cell_0557	human	human1	ductal	ductal
human1_lib1.final_cell_0558	human	human1	endothelial	endothelial
human1_lib1.final_cell_0559	human	human1	stellate	quiescent_stellate
human1_lib1.final_cell_0560	human	human1	beta	beta
human1_lib1.final_cell_0561	human	human1	endothelial	endothelial
human1_lib1.final_cell_0562	human	human1	endothelial	endothelial
human1_lib1.final_cell_0563	human	human1	beta	beta
human1_lib1.final_cell_0564	human	human1	endothelial	endothelial
human1_lib1.final_cell_0565	human	human1	endothelial	endothelial
human1_lib1.final_cell_0566	human	human1	alpha	alpha
human1_lib1.final_cell_0567	human	human1	ductal	ductal
human1_lib1.final_cell_0568	human	human1	beta	beta
human1_lib2.final_cell_0001	human	human1	acinar	delta
human1_lib2.final_cell_0002	human	human1	delta	delta
human1_lib2.final_cell_0003	human	human1	delta	delta
human1_lib2.final_cell_0004	human	human1	acinar	acinar
human1_lib2.final_cell_0005	human	human1	acinar	acinar
human1_lib2.final_cell_0006	human	human1	acinar	acinar
human1_lib2.final_cell_0007	human	human1	acinar	acinar
human1_lib2.final_cell_0008	human	human1	delta	delta
human1_lib2.final_cell_0009	human	human1	acinar	acinar
human1_lib2.final_cell_0010	human	human1	ductal	ductal
human1_lib2.final_cell_0011	human	human1	alpha	alpha
human1_lib2.final_cell_0012	human	human1	delta	delta
human1_lib2.final_cell_0013	human	human1	delta	delta
human1_lib2.final_cell_0014	human	human1	delta	delta
human1_lib2.final_cell_0015	human	human1	delta	delta
human1_lib2.final_cell_0016	human	human1	acinar	acinar
human1_lib2.final_cell_0017	human	human1	beta	beta
human1_lib2.final_cell_0018	human	human1	acinar	acinar
human1_lib2.final_cell_0019	human	human1	endothelial	endothelial
human1_lib2.final_cell_0020	human	human1	delta	delta
human1_lib2.final_cell_0021	human	human1	beta	beta
human1_lib2.final_cell_0022	human	human1	delta	delta
human1_lib2.final_cell_0023	human	human1	alpha	alpha
human1_lib2.final_cell_0024	human	human1	ductal	ductal
human1_lib2.final_cell_0025	human	human1	delta	delta
human1_lib2.final_cell_0026	human	human1	delta	delta
human1_lib2.final_cell_0027	human	human1	beta	beta
human1_lib2.final_cell_0028	human	human1	delta	delta
human1_lib2.final_cell_0029	human	human1	beta	beta
human1_lib2.final_cell_0030	human	human1	beta_er_stress	beta
human1_lib2.final_cell_0031	human	human1	delta	delta
human1_lib2.final_cell_0032	human	human1	gamma	gamma
human1_lib2.final_cell_0033	human	human1	beta	beta
human1_lib2.final_cell_0034	human	human1	delta	delta
human1_lib2.final_cell_0035	human	human1	beta	beta
human1_lib2.final_cell_0036	human	human1	delta	delta
human1_lib2.final_cell_0037	human	human1	beta	beta
human1_lib2.final_cell_0038	human	human1	alpha	alpha
human1_lib2.final_cell_0039	human	human1	beta	beta
human1_lib2.final_cell_0040	human	human1	delta	delta
human1_lib2.final_cell_0041	human	human1	delta	delta
human1_lib2.final_cell_0042	human	human1	beta	beta
human1_lib2.final_cell_0043	human	human1	delta	delta
human1_lib2.final_cell_0044	human	human1	delta	delta
human1_lib2.final_cell_0045	human	human1	ductal	ductal
human1_lib2.final_cell_0046	human	human1	removed	beta
human1_lib2.final_cell_0047	human	human1	delta	delta
human1_lib2.final_cell_0048	human	human1	delta	delta
human1_lib2.final_cell_0049	human	human1	alpha	alpha
human1_lib2.final_cell_0050	human	human1	beta	beta
human1_lib2.final_cell_0051	human	human1	alpha	alpha
human1_lib2.final_cell_0052	human	human1	alpha	alpha
human1_lib2.final_cell_0053	human	human1	beta	beta
human1_lib2.final_cell_0054	human	human1	acinar	acinar
human1_lib2.final_cell_0055	human	human1	beta	beta
human1_lib2.final_cell_0056	human	human1	beta_er_stress	beta
human1_lib2.final_cell_0057	human	human1	beta	beta
human1_lib2.final_cell_0058	human	human1	delta	delta
human1_lib2.final_cell_0059	human	human1	stellate	activated_stellate
human1_lib2.final_cell_0060	human	human1	beta	beta
human1_lib2.final_cell_0061	human	human1	beta	beta
human1_lib2.final_cell_0062	human	human1	beta	beta
human1_lib2.final_cell_0063	human	human1	delta	delta
human1_lib2.final_cell_0064	human	human1	removed	beta
human1_lib2.final_cell_0065	human	human1	alpha	alpha
human1_lib2.final_cell_0066	human	human1	ductal	ductal
human1_lib2.final_cell_0067	human	human1	acinar	acinar
human1_lib2.final_cell_0068	human	human1	delta	delta
human1_lib2.final_cell_0069	human	human1	beta	beta
human1_lib2.final_cell_0070	human	human1	beta	beta
human1_lib2.final_cell_0071	human	human1	beta	beta
human1_lib2.final_cell_0072	human	human1	acinar	acinar
human1_lib2.final_cell_0073	human	human1	beta	beta
human1_lib2.final_cell_0074	human	human1	delta	delta
human1_lib2.final_cell_0075	human	human1	beta	beta
human1_lib2.final_cell_0076	human	human1	beta	beta
human1_lib2.final_cell_0077	human	human1	beta	beta
human1_lib2.final_cell_0078	human	human1	delta	delta
human1_lib2.final_cell_0079	human	human1	delta	delta
human1_lib2.final_cell_0080	human	human1	beta	beta
human1_lib2.final_cell_0081	human	human1	delta	delta
human1_lib2.final_cell_0082	human	human1	beta	beta
human1_lib2.final_cell_0083	human	human1	beta	beta
human1_lib2.final_cell_0084	human	human1	beta	beta
human1_lib2.final_cell_0085	human	human1	beta	beta
human1_lib2.final_cell_0086	human	human1	beta	beta
human1_lib2.final_cell_0087	human	human1	beta	beta
human1_lib2.final_cell_0088	human	human1	acinar	acinar
human1_lib2.final_cell_0089	human	human1	beta	beta
human1_lib2.final_cell_0090	human	human1	beta	beta
human1_lib2.final_cell_0091	human	human1	beta	beta
human1_lib2.final_cell_0092	human	human1	alpha	alpha
human1_lib2.final_cell_0093	human	human1	endothelial	endothelial
human1_lib2.final_cell_0094	human	human1	beta	beta
human1_lib2.final_cell_0095	human	human1	delta	delta
human1_lib2.final_cell_0096	human	human1	beta	beta
human1_lib2.final_cell_0097	human	human1	delta	delta
human1_lib2.final_cell_0098	human	human1	beta	beta
human1_lib2.final_cell_0099	human	human1	delta	delta
human1_lib2.final_cell_0100	human	human1	beta	beta
human1_lib2.final_cell_0101	human	human1	beta	beta
human1_lib2.final_cell_0102	human	human1	delta	delta
human1_lib2.final_cell_0103	human	human1	ductal	ductal
human1_lib2.final_cell_0104	human	human1	beta	beta
human1_lib2.final_cell_0105	human	human1	beta	beta
human1_lib2.final_cell_0106	human	human1	ductal	ductal
human1_lib2.final_cell_0107	human	human1	beta	beta
human1_lib2.final_cell_0108	human	human1	beta	beta
human1_lib2.final_cell_0109	human	human1	beta	beta
human1_lib2.final_cell_0110	human	human1	alpha	beta
human1_lib2.final_cell_0111	human	human1	acinar	acinar
human1_lib2.final_cell_0112	human	human1	acinar	acinar
human1_lib2.final_cell_0113	human	human1	beta	beta
human1_lib2.final_cell_0114	human	human1	alpha	alpha
human1_lib2.final_cell_0115	human	human1	beta	beta
human1_lib2.final_cell_0116	human	human1	delta	delta
human1_lib2.final_cell_0117	human	human1	beta	beta
human1_lib2.final_cell_0118	human	human1	beta	beta
human1_lib2.final_cell_0119	human	human1	beta	beta
human1_lib2.final_cell_0120	human	human1	beta	beta
human1_lib2.final_cell_0121	human	human1	beta_er_stress	beta
human1_lib2.final_cell_0122	human	human1	ductal	ductal
human1_lib2.final_cell_0123	human	human1	removed	beta
human1_lib2.final_cell_0124	human	human1	acinar	acinar
human1_lib2.final_cell_0125	human	human1	beta	beta
human1_lib2.final_cell_0126	human	human1	acinar	acinar
human1_lib2.final_cell_0127	human	human1	beta	beta
human1_lib2.final_cell_0128	human	human1	ductal	ductal
human1_lib2.final_cell_0129	human	human1	beta	beta
human1_lib2.final_cell_0130	human	human1	stellate	activated_stellate
human1_lib2.final_cell_0131	human	human1	alpha	alpha
human1_lib2.final_cell_0132	human	human1	beta	beta
human1_lib2.final_cell_0133	human	human1	delta	delta
human1_lib2.final_cell_0134	human	human1	delta	delta
human1_lib2.final_cell_0135	human	human1	beta	beta
human1_lib2.final_cell_0136	human	human1	beta	beta
human1_lib2.final_cell_0137	human	human1	beta	beta
human1_lib2.final_cell_0138	human	human1	beta_er_stress	beta
human1_lib2.final_cell_0139	human	human1	acinar	acinar
human1_lib2.final_cell_0140	human	human1	beta_er_stress	beta
human1_lib2.final_cell_0141	human	human1	beta	beta
human1_lib2.final_cell_0142	human	human1	beta	beta
human1_lib2.final_cell_0143	human	human1	delta	delta
human1_lib2.final_cell_0144	human	human1	beta	beta
human1_lib2.final_cell_0145	human	human1	ductal	ductal
human1_lib2.final_cell_0146	human	human1	beta	beta
human1_lib2.final_cell_0147	human	human1	beta	beta
human1_lib2.final_cell_0148	human	human1	ductal	ductal
human1_lib2.final_cell_0149	human	human1	immune	macrophage
human1_lib2.final_cell_0150	human	human1	beta	beta
human1_lib2.final_cell_0151	human	human1	delta	delta
human1_lib2.final_cell_0152	human	human1	beta	beta
human1_lib2.final_cell_0153	human	human1	beta	beta
human1_lib2.final_cell_0154	human	human1	beta	beta
human1_lib2.final_cell_0155	human	human1	beta	beta
human1_lib2.final_cell_0156	human	human1	beta	beta
human1_lib2.final_cell_0157	human	human1	stellate	activated_stellate
human1_lib2.final_cell_0158	human	human1	beta	beta
human1_lib2.final_cell_0159	human	human1	beta	beta
human1_lib2.final_cell_0160	human	human1	ductal	ductal
human1_lib2.final_cell_0161	human	human1	beta	beta
human1_lib2.final_cell_0162	human	human1	beta	beta
human1_lib2.final_cell_0163	human	human1	beta	beta
human1_lib2.final_cell_0164	human	human1	beta	beta
human1_lib2.final_cell_0165	human	human1	beta	beta
human1_lib2.final_cell_0166	human	human1	delta	delta
human1_lib2.final_cell_0167	human	human1	beta	beta
human1_lib2.final_cell_0168	human	human1	beta	beta
human1_lib2.final_cell_0169	human	human1	delta	delta
human1_lib2.final_cell_0170	human	human1	beta	beta
human1_lib2.final_cell_0171	human	human1	beta	beta
human1_lib2.final_cell_0172	human	human1	beta	beta
human1_lib2.final_cell_0173	human	human1	beta	beta
human1_lib2.final_cell_0174	human	human1	alpha	alpha
human1_lib2.final_cell_0175	human	human1	beta_er_stress	beta
human1_lib2.final_cell_0176	human	human1	beta	beta
human1_lib2.final_cell_0177	human	human1	acinar	acinar
human1_lib2.final_cell_0178	human	human1	beta_er_stress	beta
human1_lib2.final_cell_0179	human	human1	beta_er_stress	beta
human1_lib2.final_cell_0180	human	human1	beta	beta
human1_lib2.final_cell_0181	human	human1	beta	beta
human1_lib2.final_cell_0182	human	human1	ductal	ductal
human1_lib2.final_cell_0183	human	human1	beta	beta
human1_lib2.final_cell_0184	human	human1	delta	delta
human1_lib2.final_cell_0185	human	human1	beta	beta
human1_lib2.final_cell_0186	human	human1	alpha	alpha
human1_lib2.final_cell_0187	human	human1	beta_er_stress	beta
human1_lib2.final_cell_0188	human	human1	beta	beta
human1_lib2.final_cell_0189	human	human1	beta	beta
human1_lib2.final_cell_0190	human	human1	beta	beta
human1_lib2.final_cell_0191	human	human1	delta	delta
human1_lib2.final_cell_0192	human	human1	beta	beta
human1_lib2.final_cell_0193	human	human1	beta	beta
human1_lib2.final_cell_0194	human	human1	beta_er_stress	delta
human1_lib2.final_cell_0195	human	human1	beta	beta
human1_lib2.final_cell_0196	human	human1	beta	beta
human1_lib2.final_cell_0197	human	human1	beta	beta
human1_lib2.final_cell_0198	human	human1	beta	beta
human1_lib2.final_cell_0199	human	human1	beta_er_stress	beta
human1_lib2.final_cell_0200	human	human1	beta	beta
human1_lib2.final_cell_0201	human	human1	beta_er_stress	beta
human1_lib2.final_cell_0202	human	human1	gamma	gamma
human1_lib2.final_cell_0203	human	human1	beta	beta
human1_lib2.final_cell_0204	human	human1	beta	beta
human1_lib2.final_cell_0205	human	human1	delta	delta
human1_lib2.final_cell_0206	human	human1	ductal	ductal
human1_lib2.final_cell_0207	human	human1	beta	beta
human1_lib2.final_cell_0208	human	human1	beta	beta
human1_lib2.final_cell_0209	human	human1	beta_er_stress	beta
human1_lib2.final_cell_0210	human	human1	delta	delta
human1_lib2.final_cell_0211	human	human1	beta	beta
human1_lib2.final_cell_0212	human	human1	ductal	ductal
human1_lib2.final_cell_0213	human	human1	beta	beta
human1_lib2.final_cell_0214	human	human1	beta	beta
human1_lib2.final_cell_0215	human	human1	beta	beta
human1_lib2.final_cell_0216	human	human1	beta	beta
human1_lib2.final_cell_0217	human	human1	ductal	ductal
human1_lib2.final_cell_0218	human	human1	stellate	activated_stellate
human1_lib2.final_cell_0219	human	human1	beta_er_stress	beta
human1_lib2.final_cell_0220	human	human1	alpha	alpha
human1_lib2.final_cell_0221	human	human1	beta	beta
human1_lib2.final_cell_0222	human	human1	beta	beta
human1_lib2.final_cell_0223	human	human1	stellate	activated_stellate
human1_lib2.final_cell_0224	human	human1	alpha	alpha
human1_lib2.final_cell_0225	human	human1	acinar	acinar
human1_lib2.final_cell_0226	human	human1	gamma	gamma
human1_lib2.final_cell_0227	human	human1	beta	beta
human1_lib2.final_cell_0228	human	human1	beta	beta
human1_lib2.final_cell_0229	human	human1	beta	beta
human1_lib2.final_cell_0230	human	human1	delta	delta
human1_lib2.final_cell_0231	human	human1	alpha	alpha
human1_lib2.final_cell_0232	human	human1	endothelial	endothelial
human1_lib2.final_cell_0233	human	human1	gamma	gamma
human1_lib2.final_cell_0234	human	human1	beta	beta
human1_lib2.final_cell_0235	human	human1	alpha	alpha
human1_lib2.final_cell_0236	human	human1	beta	beta
human1_lib2.final_cell_0237	human	human1	beta	beta
human1_lib2.final_cell_0238	human	human1	beta	beta
human1_lib2.final_cell_0239	human	human1	delta	beta
human1_lib2.final_cell_0240	human	human1	beta_er_stress	beta
human1_lib2.final_cell_0241	human	human1	endothelial	endothelial
human1_lib2.final_cell_0242	human	human1	beta	beta
human1_lib2.final_cell_0243	human	human1	delta	delta
human1_lib2.final_cell_0244	human	human1	beta	beta
human1_lib2.final_cell_0245	human	human1	alpha	alpha
human1_lib2.final_cell_0246	human	human1	beta	beta
human1_lib2.final_cell_0247	human	human1	alpha	alpha
human1_lib2.final_cell_0248	human	human1	alpha	alpha
human1_lib2.final_cell_0249	human	human1	beta_er_stress	delta
human1_lib2.final_cell_0250	human	human1	alpha	alpha
human1_lib2.final_cell_0251	human	human1	ductal	ductal
human1_lib2.final_cell_0252	human	human1	beta	beta
human1_lib2.final_cell_0253	human	human1	alpha	alpha
human1_lib2.final_cell_0254	human	human1	endothelial	endothelial
human1_lib2.final_cell_0255	human	human1	beta	beta
human1_lib2.final_cell_0256	human	human1	beta	beta
human1_lib2.final_cell_0257	human	human1	ductal	ductal
human1_lib2.final_cell_0258	human	human1	delta	delta
